user_id,activity_type,activity_energy_level,current_energy_level,predicted_score
user_000017,community,37.7,54.2,51.8
user_000017,mood,74.2,51.8,63.8
user_000017,music,83.5,63.8,68.5
user_000017,journal,61.8,68.5,68.6
user_000017,mood,3.7,68.6,47.3
user_000018,journal,28.2,0.0,27.7
user_000018,community,28.2,27.7,33.3
user_000018,journal,44.4,33.3,41.7
user_000018,music,51.8,41.7,47.5
user_000018,journal,66.3,47.5,60.0
user_000018,mood,60.7,60.0,65.9
user_000019,mood,58.4,0.0,59.2
user_000019,journal,50.1,59.2,61.5
user_000019,journal,70.4,61.5,70.3
user_000019,community,96.0,70.3,83.5
user_000020,mood,87.3,0.0,84.5
user_000020,community,99.2,84.5,92.9
user_000020,meditation,59.9,92.9,82.7
user_000020,mood,35.4,82.7,67.1
user_000020,community,66.2,67.1,70.2
user_000020,music,13.8,70.2,49.2
user_000021,meditation,35.1,0.0,33.4
user_000021,music,48.7,33.4,44.2
user_000021,music,49.4,44.2,48.0
user_000021,music,3.0,48.0,34.3
user_000022,journal,69.7,0.0,68.1
user_000022,mood,75.4,68.1,72.8
user_000022,mood,77.0,72.8,74.7
user_000022,meditation,10.1,74.7,53.4
user_000022,meditation,58.2,53.4,54.8
user_000022,music,71.7,54.8,63.3
user_000022,music,57.0,63.3,62.6
user_000022,music,86.8,62.6,70.4
user_000023,journal,74.6,0.0,77.9
user_000023,community,88.8,77.9,85.1
user_000023,community,71.1,85.1,77.4
user_000023,music,93.1,77.4,85.3
user_000023,music,99.4,85.3,95.5
user_000023,community,99.7,95.5,100.0
user_000023,music,5.8,100.0,68.5
user_000024,meditation,94.3,0.0,93.2
user_000024,journal,15.5,93.2,64.3
user_000024,journal,57.3,64.3,62.7
user_000024,music,14.8,62.7,47.1
user_000024,meditation,16.0,47.1,36.6
user_000024,music,61.0,36.6,46.1
user_000025,music,66.8,0.0,66.5
user_000025,journal,54.4,66.5,60.4
user_000025,meditation,36.1,60.4,52.7
user_000025,community,100.0,52.7,73.9
user_000025,music,25.9,73.9,52.8
user_000025,music,8.2,52.8,35.8
user_000026,meditation,57.9,0.0,53.3
user_000026,journal,84.7,53.3,69.7
user_000026,music,66.5,69.7,65.6
user_000026,community,78.2,65.6,73.5
user_000026,music,50.6,73.5,68.7
user_000027,mood,55.8,0.0,56.4
user_000027,journal,43.7,56.4,56.1
user_000027,meditation,91.2,56.1,73.9
user_000027,community,62.0,73.9,64.0
user_000027,journal,93.1,64.0,74.1
user_000027,community,99.1,74.1,89.7
user_000028,mood,7.9,0.0,6.0
user_000028,music,68.3,6.0,29.4
user_000028,mood,20.0,29.4,23.2
user_000028,community,42.2,23.2,32.4
user_000029,journal,21.0,0.0,21.5
user_000029,music,49.2,21.5,33.6
user_000029,journal,74.2,33.6,46.4
user_000029,meditation,23.0,46.4,43.6
user_000029,meditation,40.9,43.6,43.8
user_000029,meditation,82.8,43.8,64.9
user_000030,music,72.1,0.0,73.3
user_000030,journal,99.7,73.3,90.2
user_000030,community,27.2,90.2,69.2
user_000030,journal,96.3,69.2,81.7
user_000030,mood,46.4,81.7,68.5
user_000031,mood,80.1,0.0,78.2
user_000031,community,60.3,78.2,70.9
user_000031,community,39.9,70.9,63.0
user_000031,music,31.7,63.0,48.3
user_000031,community,62.5,48.3,57.1
user_000031,meditation,37.9,57.1,54.1
user_000031,community,57.6,54.1,55.0
user_000031,music,90.7,55.0,71.9
user_000032,community,75.9,0.0,75.2
user_000032,community,90.4,75.2,85.5
user_000032,journal,48.2,85.5,74.2
user_000032,community,41.9,74.2,59.8
user_000032,community,17.8,59.8,41.0
user_000033,community,62.0,0.0,61.8
user_000033,music,84.1,61.8,72.6
user_000033,community,74.9,72.6,78.9
user_000033,meditation,0.5,78.9,53.0
user_000033,journal,99.6,53.0,75.1
user_000033,journal,87.5,75.1,81.5
user_000033,mood,94.4,81.5,87.7
user_000034,meditation,29.4,0.0,29.4
user_000034,mood,5.2,29.4,19.9
user_000034,meditation,60.9,19.9,42.2
user_000034,community,89.6,42.2,63.3
user_000034,mood,39.2,63.3,54.7
user_000034,meditation,33.1,54.7,50.9
user_000034,mood,29.9,50.9,38.0
user_000034,music,62.2,38.0,48.8
user_000035,journal,95.2,0.0,92.9
user_000035,journal,75.4,92.9,84.9
user_000035,mood,64.1,84.9,77.5
user_000035,mood,58.8,77.5,69.7
user_000035,meditation,42.4,69.7,66.2
user_000035,journal,57.9,66.2,64.9
user_000036,journal,35.5,0.0,36.2
user_000036,journal,30.4,36.2,36.5
user_000036,community,89.8,36.5,60.0
user_000036,meditation,90.6,60.0,79.8
user_000037,mood,26.4,0.0,25.8
user_000037,meditation,12.2,25.8,15.0
user_000037,journal,9.3,15.0,7.8
user_000037,music,88.0,7.8,42.4
user_000038,music,44.2,0.0,41.7
user_000038,music,98.5,41.7,63.0
user_000038,community,68.8,63.0,68.0
user_000038,meditation,72.8,68.0,71.4
user_000038,journal,80.0,71.4,78.7
user_000039,community,59.0,0.0,59.7
user_000039,meditation,66.9,59.7,60.3
user_000039,journal,63.5,60.3,65.3
user_000039,community,53.6,65.3,66.3
user_000040,music,66.8,0.0,66.1
user_000040,community,68.2,66.1,71.4
user_000040,meditation,48.8,71.4,68.6
user_000040,community,82.5,68.6,74.0
user_000040,community,41.8,74.0,60.2
user_000040,meditation,73.3,60.2,66.4
user_000041,community,85.1,0.0,86.0
user_000041,mood,32.5,86.0,65.6
user_000041,meditation,66.4,65.6,68.6
user_000041,meditation,79.5,68.6,80.3
user_000041,meditation,88.0,80.3,88.4
user_000041,community,73.7,88.4,85.5
user_000042,meditation,85.8,0.0,85.7
user_000042,music,65.2,85.7,79.3
user_000042,meditation,71.7,79.3,81.3
user_000042,journal,68.2,81.3,77.3
user_000042,music,44.4,77.3,61.1
user_000042,music,56.3,61.1,59.7
user_000042,music,37.2,59.7,58.8
user_000042,meditation,63.4,58.8,69.9
user_000043,community,79.8,0.0,80.9
user_000043,mood,20.0,80.9,56.2
user_000043,music,90.3,56.2,69.4
user_000043,mood,21.9,69.4,56.8
user_000043,journal,54.6,56.8,61.6
user_000043,community,79.5,61.6,70.0
user_000043,meditation,46.4,70.0,66.3
user_000043,meditation,69.2,66.3,75.7
user_000043,journal,68.5,75.7,74.9
user_000044,meditation,1.9,0.0,0.0
user_000044,mood,67.9,0.0,27.2
user_000044,journal,94.8,27.2,56.5
user_000044,mood,25.1,56.5,46.4
user_000044,meditation,35.0,46.4,47.4
user_000044,mood,90.1,47.4,69.1
user_000044,mood,95.0,69.1,83.5
user_000044,journal,69.3,83.5,80.1
user_000044,music,87.4,80.1,80.8
user_000045,journal,69.7,0.0,70.5
user_000045,mood,65.2,70.5,71.1
user_000045,community,68.4,71.1,75.1
user_000045,meditation,95.2,75.1,80.7
user_000045,journal,76.5,80.7,84.5
user_000045,community,11.2,84.5,56.1
user_000045,music,7.7,56.1,40.6
user_000045,meditation,65.4,40.6,58.1
user_000046,meditation,37.2,0.0,38.8
user_000046,journal,6.4,38.8,26.8
user_000046,journal,27.2,26.8,25.0
user_000046,journal,41.1,25.0,27.9
user_000046,mood,27.1,27.9,26.7
user_000046,meditation,25.3,26.7,31.3
user_000047,mood,49.9,0.0,52.7
user_000047,music,59.4,52.7,56.2
user_000047,community,87.6,56.2,69.5
user_000047,journal,68.0,69.5,71.5
user_000047,mood,91.7,71.5,78.7
user_000047,music,22.6,78.7,53.3
user_000047,journal,86.4,53.3,72.9
user_000047,mood,43.9,72.9,63.4
user_000048,journal,15.1,0.0,17.9
user_000048,meditation,25.1,17.9,25.6
user_000048,meditation,76.5,25.6,50.0
user_000048,music,58.6,50.0,51.0
user_000048,meditation,31.9,51.0,48.7
user_000048,mood,73.4,48.7,60.7
user_000049,mood,5.4,0.0,2.6
user_000049,music,83.2,2.6,35.2
user_000049,meditation,55.5,35.2,47.4
user_000049,journal,89.9,47.4,60.2
user_000049,meditation,50.7,60.2,63.3
user_000049,journal,79.3,63.3,66.5
user_000050,community,93.8,0.0,90.9
user_000050,music,83.3,90.9,89.4
user_000050,journal,53.4,89.4,74.4
user_000050,music,47.5,74.4,68.1
user_000050,meditation,92.4,68.1,87.5
user_000050,mood,0.8,87.5,53.9
user_000050,journal,69.2,53.9,63.9
user_000050,mood,50.4,63.9,60.7
user_000051,meditation,86.0,0.0,83.7
user_000051,mood,98.1,83.7,90.9
user_000051,meditation,0.9,90.9,61.2
user_000051,journal,78.7,61.2,69.8
user_000052,journal,56.8,0.0,51.8
user_000052,community,38.9,51.8,48.8
user_000052,meditation,42.5,48.8,49.3
user_000052,community,95.9,49.3,66.1
user_000052,journal,10.9,66.1,45.7
user_000052,music,90.9,45.7,71.1
user_000052,mood,78.0,71.1,74.2
user_000052,mood,99.4,74.2,89.0
user_000052,music,94.1,89.0,90.7
user_000053,music,24.0,0.0,28.0
user_000053,music,16.0,28.0,26.8
user_000053,music,32.4,26.8,29.4
user_000053,mood,77.3,29.4,51.2
user_000053,meditation,99.0,51.2,73.4
user_000053,journal,67.0,73.4,76.4
user_000053,mood,61.8,76.4,72.3
user_000054,mood,44.6,0.0,44.4
user_000054,community,52.8,44.4,55.4
user_000054,music,41.0,55.4,57.6
user_000054,community,99.6,57.6,82.2
user_000054,mood,49.4,82.2,73.8
user_000054,music,57.9,73.8,69.1
user_000054,mood,49.5,69.1,64.9
user_000054,journal,1.2,64.9,39.0
user_000054,journal,76.4,39.0,53.0
user_000055,community,65.8,0.0,63.3
user_000055,meditation,90.6,63.3,76.4
user_000055,mood,37.7,76.4,61.4
user_000055,meditation,15.2,61.4,44.0
user_000055,mood,94.2,44.0,60.7
user_000055,meditation,23.5,60.7,47.9
user_000055,community,27.2,47.9,40.8
user_000056,music,42.6,0.0,41.3
user_000056,meditation,48.8,41.3,47.0
user_000056,meditation,26.1,47.0,40.8
user_000056,meditation,67.4,40.8,54.9
user_000056,meditation,44.7,54.9,55.3
user_000056,mood,35.3,55.3,51.6
user_000057,community,44.5,0.0,44.0
user_000057,mood,75.9,44.0,57.9
user_000057,journal,77.0,57.9,70.7
user_000057,journal,99.9,70.7,82.7
user_000057,journal,17.5,82.7,61.0
user_000058,meditation,96.2,0.0,94.5
user_000058,mood,45.3,94.5,72.3
user_000058,meditation,98.3,72.3,86.8
user_000058,mood,62.8,86.8,78.4
user_000058,community,33.6,78.4,65.3
user_000058,mood,36.3,65.3,51.0
user_000059,meditation,28.2,0.0,31.0
user_000059,community,49.6,31.0,42.1
user_000059,mood,97.2,42.1,66.8
user_000059,journal,12.8,66.8,45.8
user_000059,journal,53.8,45.8,52.9
user_000059,meditation,79.7,52.9,68.1
user_000059,music,48.2,68.1,63.9
user_000059,music,28.1,63.9,49.8
user_000059,mood,38.5,49.8,43.3
user_000060,journal,17.0,0.0,17.0
user_000060,music,24.6,17.0,25.7
user_000060,meditation,61.0,25.7,46.9
user_000060,journal,97.3,46.9,71.0
user_000060,music,26.1,71.0,57.0
user_000060,community,92.4,57.0,73.9
user_000060,meditation,95.2,73.9,80.3
user_000061,journal,53.6,0.0,55.0
user_000061,community,90.5,55.0,79.8
user_000061,journal,83.8,79.8,83.2
user_000061,journal,35.9,83.2,69.9
user_000061,journal,79.2,69.9,75.1
user_000062,music,96.6,0.0,97.8
user_000062,mood,80.5,97.8,94.8
user_000062,meditation,44.4,94.8,79.8
user_000062,journal,74.2,79.8,74.4
user_000062,community,51.3,74.4,68.2
user_000062,community,69.9,68.2,71.4
user_000062,meditation,61.1,71.4,78.1
user_000063,meditation,67.0,0.0,64.6
user_000063,journal,71.6,64.6,64.8
user_000063,mood,42.8,64.8,60.2
user_000063,meditation,59.4,60.2,61.5
user_000063,music,78.1,61.5,70.0
user_000063,journal,38.4,70.0,61.4
user_000063,community,86.6,61.4,75.9
user_000063,mood,83.4,75.9,76.9
user_000064,journal,97.1,0.0,95.9
user_000064,journal,21.6,95.9,72.0
user_000064,community,35.3,72.0,64.6
user_000064,meditation,26.2,64.6,50.7
user_000064,mood,84.3,50.7,60.9
user_000064,journal,53.8,60.9,60.0
user_000064,mood,78.2,60.0,64.0
user_000065,mood,55.2,0.0,52.8
user_000065,journal,69.5,52.8,59.6
user_000065,journal,30.0,59.6,53.6
user_000065,mood,92.4,53.6,64.6
user_000065,music,78.6,64.6,75.5
user_000066,journal,35.4,0.0,34.4
user_000066,journal,34.7,34.4,35.7
user_000066,music,0.6,35.7,21.5
user_000066,music,11.4,21.5,18.8
user_000066,journal,43.1,18.8,31.3
user_000067,music,99.9,0.0,100.0
user_000067,journal,39.8,100.0,76.6
user_000067,mood,50.5,76.6,68.8
user_000067,community,32.8,68.8,57.1
user_000067,journal,37.2,57.1,55.6
user_000067,music,78.7,55.6,62.4
user_000068,journal,48.9,0.0,49.3
user_000068,mood,64.6,49.3,57.5
user_000068,journal,55.2,57.5,55.6
user_000068,mood,51.1,55.6,55.5
user_000068,journal,20.4,55.5,39.2
user_000068,journal,26.3,39.2,33.8
user_000068,community,83.5,33.8,57.1
user_000069,music,69.9,0.0,69.1
user_000069,mood,26.0,69.1,45.9
user_000069,mood,29.5,45.9,38.9
user_000069,journal,67.2,38.9,50.3
user_000069,mood,64.5,50.3,61.1
user_000069,journal,60.9,61.1,60.8
user_000069,music,87.0,60.8,70.8
user_000070,meditation,98.1,0.0,97.5
user_000070,journal,39.4,97.5,75.4
user_000070,journal,91.0,75.4,80.6
user_000070,mood,1.6,80.6,50.2
user_000070,journal,97.0,50.2,69.4
user_000070,mood,92.3,69.4,83.4
user_000070,mood,12.3,83.4,50.5
user_000070,mood,68.3,50.5,56.8
user_000070,music,91.4,56.8,69.9
user_000071,music,89.5,0.0,89.0
user_000071,community,35.1,89.0,68.9
user_000071,meditation,65.7,68.9,70.4
user_000071,mood,86.7,70.4,74.8
user_000071,music,36.9,74.8,59.5
user_000071,community,10.4,59.5,39.9
user_000071,meditation,76.9,39.9,57.2
user_000071,journal,48.9,57.2,55.9
user_000071,community,19.1,55.9,41.1
user_000072,community,30.6,0.0,29.1
user_000072,community,51.9,29.1,40.1
user_000072,mood,40.4,40.1,44.5
user_000072,journal,90.3,44.5,66.2
user_000072,mood,46.9,66.2,59.7
user_000073,community,56.9,0.0,59.8
user_000073,meditation,66.5,59.8,64.7
user_000073,music,29.6,64.7,51.6
user_000073,music,59.6,51.6,58.5
user_000073,music,89.5,58.5,75.1
user_000073,community,2.6,75.1,45.5
user_000073,mood,41.0,45.5,46.4
user_000074,music,23.6,0.0,22.2
user_000074,music,53.5,22.2,33.0
user_000074,meditation,5.3,33.0,27.0
user_000074,meditation,47.1,27.0,37.7
user_000074,journal,27.0,37.7,31.0
user_000074,music,74.3,31.0,55.1
user_000075,community,60.3,0.0,58.0
user_000075,community,78.6,58.0,68.6
user_000075,meditation,85.3,68.6,75.7
user_000075,mood,40.8,75.7,62.2
user_000075,meditation,22.2,62.2,48.6
user_000075,music,44.8,48.6,53.0
user_000075,music,65.5,53.0,58.4
user_000075,music,20.7,58.4,45.1
user_000075,meditation,65.6,45.1,59.7
user_000076,journal,40.7,0.0,41.4
user_000076,music,95.4,41.4,64.5
user_000076,mood,16.0,64.5,46.6
user_000076,journal,92.0,46.6,67.3
user_000076,mood,77.1,67.3,72.1
user_000076,community,2.0,72.1,47.9
user_000076,community,65.5,47.9,55.7
user_000077,journal,62.8,0.0,63.5
user_000077,meditation,50.5,63.5,61.2
user_000077,meditation,83.4,61.2,76.4
user_000077,journal,36.4,76.4,61.5
user_000077,mood,91.7,61.5,75.7
user_000077,mood,85.3,75.7,76.4
user_000077,community,98.6,76.4,91.3
user_000077,meditation,82.3,91.3,88.3
user_000078,community,82.3,0.0,81.8
user_000078,journal,58.6,81.8,74.7
user_000078,journal,98.9,74.7,87.2
user_000078,journal,46.3,87.2,73.1
user_000078,mood,87.1,73.1,86.3
user_000078,community,9.0,86.3,54.2
user_000079,community,90.7,0.0,90.8
user_000079,music,25.9,90.8,61.1
user_000079,music,41.2,61.1,53.5
user_000079,community,47.4,53.5,51.3
user_000080,journal,61.9,0.0,60.5
user_000080,music,91.2,60.5,73.6
user_000080,community,82.5,73.6,82.2
user_000080,mood,15.0,82.2,58.5
user_000080,meditation,50.2,58.5,61.2
user_000080,meditation,74.5,61.2,66.9
user_000080,journal,97.4,66.9,85.1
user_000080,meditation,52.6,85.1,71.5
user_000081,journal,79.0,0.0,80.0
user_000081,music,75.1,80.0,80.1
user_000081,community,49.4,80.1,69.6
user_000081,community,49.7,69.6,65.7
user_000081,mood,8.7,65.7,42.2
user_000081,mood,66.5,42.2,52.3
user_000081,meditation,10.4,52.3,34.0
user_000081,meditation,8.6,34.0,29.1
user_000081,mood,72.0,29.1,38.9
user_000082,meditation,43.4,0.0,42.8
user_000082,meditation,81.4,42.8,57.3
user_000082,mood,34.6,57.3,47.3
user_000082,mood,45.8,47.3,46.6
user_000082,mood,74.5,46.6,59.2
user_000082,journal,81.3,59.2,73.6
user_000082,journal,57.3,73.6,72.0
user_000082,journal,76.7,72.0,76.7
user_000082,music,1.8,76.7,50.0
user_000083,community,52.0,0.0,51.1
user_000083,meditation,42.7,51.1,59.5
user_000083,music,53.9,59.5,59.1
user_000083,journal,37.0,59.1,54.8
user_000083,mood,44.8,54.8,48.4
user_000083,meditation,23.0,48.4,41.3
user_000083,meditation,80.2,41.3,62.4
user_000084,meditation,86.6,0.0,89.3
user_000084,mood,78.6,89.3,84.2
user_000084,journal,93.6,84.2,90.7
user_000084,mood,99.5,90.7,93.2
user_000084,meditation,28.3,93.2,76.0
user_000084,journal,70.7,76.0,72.3
user_000084,community,49.7,72.3,62.3
user_000085,music,75.1,0.0,74.3
user_000085,community,60.0,74.3,69.3
user_000085,meditation,63.2,69.3,69.7
user_000085,community,84.0,69.7,79.9
user_000085,mood,70.8,79.9,77.0
user_000085,music,69.6,77.0,74.3
user_000085,music,51.4,74.3,60.8
user_000086,journal,70.4,0.0,73.7
user_000086,community,87.4,73.7,82.7
user_000086,meditation,61.0,82.7,79.4
user_000086,mood,62.9,79.4,73.3
user_000086,meditation,43.9,73.3,58.9
user_000086,journal,47.5,58.9,59.8
user_000086,mood,98.9,59.8,74.4
user_000086,meditation,70.1,74.4,79.5
user_000087,journal,69.3,0.0,67.9
user_000087,community,88.4,67.9,80.6
user_000087,meditation,82.4,80.6,84.2
user_000087,community,21.9,84.2,62.8
user_000087,music,4.7,62.8,44.6
user_000087,community,96.7,44.6,69.8
user_000087,journal,82.9,69.8,78.9
user_000087,mood,64.5,78.9,74.9
user_000087,mood,71.0,74.9,74.9
user_000088,community,50.6,0.0,49.2
user_000088,mood,47.5,49.2,55.8
user_000088,meditation,59.4,55.8,56.0
user_000088,meditation,43.5,56.0,56.5
user_000088,mood,26.4,56.5,44.2
user_000089,journal,60.8,0.0,59.7
user_000089,music,62.0,59.7,67.0
user_000089,mood,53.1,67.0,58.9
user_000089,music,79.9,58.9,74.2
user_000089,community,40.3,74.2,63.0
user_000090,mood,15.4,0.0,12.5
user_000090,meditation,57.9,12.5,35.3
user_000090,music,53.1,35.3,47.2
user_000090,meditation,22.5,47.2,43.6
user_000090,mood,45.9,43.6,46.1
user_000090,community,58.3,46.1,57.2
user_000091,music,89.9,0.0,90.0
user_000091,meditation,83.9,90.0,97.6
user_000091,community,57.2,97.6,83.8
user_000091,community,76.5,83.8,84.4
user_000091,mood,38.0,84.4,67.7
user_000092,community,96.5,0.0,98.3
user_000092,meditation,64.0,98.3,93.5
user_000092,music,74.3,93.5,90.4
user_000092,mood,55.2,90.4,84.9
user_000092,journal,51.5,84.9,75.7
user_000092,journal,37.3,75.7,62.1
user_000093,music,89.3,0.0,92.3
user_000093,meditation,52.3,92.3,77.3
user_000093,meditation,48.9,77.3,71.7
user_000093,journal,28.0,71.7,57.0
user_000093,journal,49.4,57.0,61.5
user_000093,journal,91.6,61.5,77.0
user_000093,mood,90.0,77.0,81.3
user_000093,community,9.4,81.3,54.8
user_000093,meditation,76.4,54.8,72.4
user_000094,mood,63.4,0.0,61.9
user_000094,music,52.9,61.9,58.4
user_000094,meditation,99.4,58.4,73.5
user_000094,music,64.9,73.5,72.7
user_000094,music,45.0,72.7,60.6
user_000094,music,82.8,60.6,65.7
user_000094,community,37.2,65.7,58.6
user_000095,meditation,49.2,0.0,50.1
user_000095,journal,63.6,50.1,57.6
user_000095,music,50.6,57.6,54.1
user_000095,music,34.1,54.1,45.2
user_000096,mood,56.7,0.0,59.2
user_000096,meditation,1.6,59.2,41.9
user_000096,community,37.6,41.9,44.0
user_000096,mood,76.0,44.0,62.5
user_000097,meditation,75.1,0.0,73.1
user_000097,mood,87.1,73.1,84.1
user_000097,mood,93.0,84.1,88.2
user_000097,journal,30.3,88.2,67.7
user_000097,music,85.2,67.7,78.0
user_000097,journal,82.7,78.0,81.0
user_000097,journal,2.3,81.0,50.1
user_000098,music,74.6,0.0,71.7
user_000098,mood,83.7,71.7,79.6
user_000098,journal,43.3,79.6,69.1
user_000098,journal,0.9,69.1,45.5
user_000098,community,77.5,45.5,57.3
user_000098,music,13.9,57.3,42.5
user_000098,meditation,20.8,42.5,35.8
user_000098,journal,40.6,35.8,37.3
user_000099,mood,68.8,0.0,68.7
user_000099,meditation,64.9,68.7,69.2
user_000099,music,64.2,69.2,67.5
user_000099,journal,31.8,67.5,56.7
user_000099,journal,44.7,56.7,56.0
user_000099,journal,1.3,56.0,35.8
user_000099,meditation,95.4,35.8,60.6
user_000099,music,47.5,60.6,58.9
user_000100,journal,43.2,0.0,43.2
user_000100,community,1.9,43.2,32.4
user_000100,journal,31.0,32.4,31.0
user_000100,meditation,6.6,31.0,24.9
user_000100,music,31.0,24.9,33.6
user_000100,meditation,24.4,33.6,35.3
user_000100,mood,40.5,35.3,39.7
user_000100,community,78.8,39.7,59.5
user_000100,community,2.2,59.5,38.4
user_000101,music,69.1,0.0,67.6
user_000101,journal,63.1,67.6,70.6
user_000101,mood,24.9,70.6,51.3
user_000101,journal,77.1,51.3,58.7
user_000101,music,60.7,58.7,60.0
user_000102,meditation,64.9,0.0,65.6
user_000102,meditation,80.2,65.6,76.8
user_000102,community,79.7,76.8,84.9
user_000102,journal,44.4,84.9,73.9
user_000102,journal,56.3,73.9,71.2
user_000102,journal,3.4,71.2,47.9
user_000103,mood,31.8,0.0,29.3
user_000103,meditation,85.1,29.3,52.2
user_000103,community,90.9,52.2,71.2
user_000103,mood,86.4,71.2,81.0
user_000103,journal,5.7,81.0,56.4
user_000104,community,92.1,0.0,90.8
user_000104,community,61.3,90.8,77.0
user_000104,meditation,24.8,77.0,59.4
user_000104,community,1.2,59.4,40.0
user_000105,journal,1.6,0.0,0.0
user_000105,mood,95.0,0.0,37.9
user_000105,journal,65.9,37.9,47.6
user_000105,music,37.8,47.6,46.9
user_000105,community,75.2,46.9,59.8
user_000105,mood,14.0,59.8,41.6
user_000105,meditation,65.6,41.6,54.9
user_000105,music,74.2,54.9,62.0
user_000105,music,19.0,62.0,48.5
user_000106,community,35.3,0.0,33.9
user_000106,community,68.9,33.9,49.8
user_000106,community,55.0,49.8,53.3
user_000106,music,99.5,53.3,70.8
user_000107,mood,45.4,0.0,45.3
user_000107,community,72.0,45.3,56.9
user_000107,community,28.8,56.9,45.0
user_000107,community,24.9,45.0,42.8
user_000108,mood,72.2,0.0,71.4
user_000108,journal,85.3,71.4,83.4
user_000108,music,84.4,83.4,82.2
user_000108,mood,42.3,82.2,68.9
user_000108,music,73.2,68.9,72.7
user_000109,music,19.1,0.0,20.1
user_000109,meditation,3.9,20.1,17.2
user_000109,music,59.2,17.2,35.2
user_000109,mood,35.2,35.2,35.5
user_000109,journal,32.8,35.5,37.9
user_000110,journal,66.6,0.0,64.9
user_000110,journal,26.6,64.9,52.3
user_000110,community,29.1,52.3,43.8
user_000110,mood,23.8,43.8,35.7
